Name,Light Years from Earth,Planet Mass,Stellar Magnitude,Discovery Date 
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.63,2015
Kappa Andromedae b,163,13.616 Jupiters,4.14,2012
Kappa Coronae Borealis b,98,2.17 Jupiters,4.79,2007
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.63,2015
Kappa Andromedae b,163,13.616 Jupiters,4.14,2012
Kappa Coronae Borealis b,98,2.17 Jupiters,4.79,2007
Kapteyn c,13,7 Earths,8.845,2014
KELT-10 b,597,0.679 Jupiters,10.854,2016
KELT-11 b,324,0.171 Jupiters,8.04,2017
KELT-12 b,1174,0.95 Jupiters,10.59,2017
KELT-14 b,868,1.284 Jupiters,11,2016
KELT-15 b,1069,1.31 Jupiters,11.189,2016
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
Kapteyn c,13,7 Earths,8.845,2014
KELT-10 b,597,0.679 Jupiters,10.854,2016
KELT-11 b,324,0.171 Jupiters,8.04,2017
KELT-12 b,1174,0.95 Jupiters,10.59,2017
KELT-14 b,868,1.284 Jupiters,11,2016
KELT-15 b,1069,1.31 Jupiters,11.189,2016
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
Kapteyn c,13,7 Earths,8.845,2014
KELT-10 b,597,0.679 Jupiters,10.854,2016
KELT-11 b,324,0.171 Jupiters,8.04,2017
KELT-12 b,1174,0.95 Jupiters,10.59,2017
KELT-14 b,868,1.284 Jupiters,11,2016
KELT-15 b,1069,1.31 Jupiters,11.189,2016
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
Kepler-1006 b,1618,2.99 Earths,14.563,2016
Kepler-1007 b,1191,2.67 Earths,14.735,2016
Kepler-1008 b,975,2.18 Earths,13.379,2016
Kepler-1009 b,917,5.35 Earths,15.301,2016
Kepler-100 b,1003,7.34 Earths,11.129,2014
Kepler-100 c,1003,7.05 Earths,11.129,2014
Kepler-100 d,1003,3 Earths,11.129,2014
Kepler-1010 b,1990,5.99 Earths,14.687,2016
Kepler-1011 b,2805,8.6 Earths,15.203,2016
Kepler-1012 b,1370,2.21 Earths,13.315,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1049 b,421,0.809 Earths,14.156,2016
Kepler-104 b,1322,19.6 Earths,12.57,2014
Kepler-104 c,1322,9.96 Earths,12.57,2014
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1054 b,3425,7.41 Earths,14.085,2016
Kepler-1055 b,1377,2.04 Earths,13.073,2016
Kepler-1056 b,3167,9.32 Earths,14.56,2016
Kepler-1057 b,4769,11.2 Earths,15.608,2016
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1054 b,3425,7.41 Earths,14.085,2016
Kepler-1055 b,1377,2.04 Earths,13.073,2016
Kepler-1056 b,3167,9.32 Earths,14.56,2016
Kepler-1057 b,4769,11.2 Earths,15.608,2016
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1054 b,3425,7.41 Earths,14.085,2016
Kepler-1055 b,1377,2.04 Earths,13.073,2016
Kepler-1056 b,3167,9.32 Earths,14.56,2016
Kepler-1057 b,4769,11.2 Earths,15.608,2016
Kepler-1058 b,1713,7.85 Earths,15.504,2016
Kepler-1059 b,2195,3.64 Earths,15.489,2016
Kepler-105 b,1518,5.1 Earths,12.802,2013
Kepler-105 c,1518,4.6 Earths,12.802,2014
Kepler-1060 b,2809,6.26 Earths,14.637,2016
Kepler-1061 b,1908,4.58 Earths,13.204,2016
Kepler-1062 b,1266,3.75 Earths,14.805,2016
Kepler-1063 b,1191,2.83 Earths,12.261,2016
Kepler-1064 b,1220,3.02 Earths,13.741,2016
Kepler-1065 b,3516,13.4 Earths,15.502,2016
Kepler-1065 c,3516,3.19 Earths,15.502,2016
Kepler-1066 b,1302,6.17 Earths,13.024,2016
Kepler-1067 b,2248,0.437 Earths,14.273,2016
Kepler-1068 b,4997,12.8 Earths,15.832,2016
Kepler-1069 b,1419,3.19 Earths,13.098,2016
Kepler-106 b,1468,5.3 Earths,12.839,2014
Kepler-106 c,1468,10.44 Earths,12.839,2014
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
Kepler-1070 b,3392,3.64 Earths,13.913,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1074 b,799,2.1 Earths,15.006,2016
Kepler-1075 b,864,2.6 Earths,15.37,2016
Kepler-1076 b,649,0.437 Earths,12.949,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1074 b,799,2.1 Earths,15.006,2016
Kepler-1075 b,864,2.6 Earths,15.37,2016
Kepler-1076 b,649,0.437 Earths,12.949,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1083 b,2975,11.2 Earths,15.85,2016
Kepler-1084 b,1393,1.41 Earths,12.158,2016
Kepler-1085 b,4952,0.13 Jupiters,15.247,2016
Kepler-1092 b,2981,4.94 Earths,14.616,2016
Kepler-1093 b,2766,4.46 Earths,13.808,2016
Kepler-1093 c,2766,4.5 Earths,13.808,2016
Kepler-1094 b,4472,10.2 Earths,14.961,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-1092 b,2981,4.94 Earths,14.616,2016
Kepler-1093 b,2766,4.46 Earths,13.808,2016
Kepler-1093 c,2766,4.5 Earths,13.808,2016
Kepler-1094 b,4472,10.2 Earths,14.961,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-1092 b,2981,4.94 Earths,14.616,2016
Kepler-1093 b,2766,4.46 Earths,13.808,2016
Kepler-1093 c,2766,4.5 Earths,13.808,2016
Kepler-1094 b,4472,10.2 Earths,14.961,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-1092 b,2981,4.94 Earths,14.616,2016
Kepler-1093 b,2766,4.46 Earths,13.808,2016
Kepler-1093 c,2766,4.5 Earths,13.808,2016
Kepler-1094 b,4472,10.2 Earths,14.961,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-1092 b,2981,4.94 Earths,14.616,2016
Kepler-1093 b,2766,4.46 Earths,13.808,2016
Kepler-1093 c,2766,4.5 Earths,13.808,2016
Kepler-1094 b,4472,10.2 Earths,14.961,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-1092 b,2981,4.94 Earths,14.616,2016
Kepler-1093 b,2766,4.46 Earths,13.808,2016
Kepler-1093 c,2766,4.5 Earths,13.808,2016
Kepler-1094 b,4472,10.2 Earths,14.961,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-109 c,1570,21.8 Earths,12.295,2014
Kepler-10 b,608,4.60853 Earths,10.94,2011
Kepler-10 c,608,7.37 Earths,10.94,2011
Kepler-1100 b,3066,3.71 Earths,13.822,2016
Kepler-1101 b,2926,6.66 Earths,15.096,2016
Kepler-1102 b,3216,7.56 Earths,14.922,2016
Kepler-1103 b,3004,5.77 Earths,14.073,2016
Kepler-1104 b,1683,2.04 Earths,12.083,2016
Kepler-1105 b,1204,4.7 Earths,15.142,2016
Kepler-1106 b,3810,3.36 Earths,14.628,2016
Kepler-1123 b,2597,3.43 Earths,14.807,2016
Kepler-1124 b,577,2.18 Earths,15.968,2016
Kepler-1125 b,2968,4.04 Earths,14.877,2016
Kepler-1126 b,2179,3.64 Earths,14.021,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1129 c,4104,7.9 Earths,15.257,2016
Kepler-112 b,1699,6.17 Earths,13.766,2014
Kepler-112 c,1699,6.35 Earths,13.766,2014
Kepler-1130 b,763,0.437 Earths,12.396,2016
Kepler-1131 b,3618,3.15 Earths,14.937,2016
Kepler-1132 b,3066,6.12 Earths,15.472,2016
Kepler-1133 b,2678,4.54 Earths,14.81,2016
Kepler-1134 b,3252,7.46 Earths,15.825,2016
Kepler-1135 b,2375,4.08 Earths,14.295,2016
Kepler-1136 b,1778,3.33 Earths,15.642,2016
Kepler-1137 b,3167,5.48 Earths,12.691,2016
Kepler-1138 b,3591,3.53 Earths,15.336,2016
Kepler-1139 b,1810,1.81 Earths,14.135,2016
Kepler-1130 b,763,0.437 Earths,12.396,2016
Kepler-1131 b,3618,3.15 Earths,14.937,2016
Kepler-1132 b,3066,6.12 Earths,15.472,2016
Kepler-1133 b,2678,4.54 Earths,14.81,2016
Kepler-1134 b,3252,7.46 Earths,15.825,2016
Kepler-1135 b,2375,4.08 Earths,14.295,2016
Kepler-1136 b,1778,3.33 Earths,15.642,2016
Kepler-1137 b,3167,5.48 Earths,12.691,2016
Kepler-1138 b,3591,3.53 Earths,15.336,2016
Kepler-1139 b,1810,1.81 Earths,14.135,2016
Kepler-113 b,862,11.7 Earths,13.46,2014
Kepler-113 c,862,8.7 Earths,13.46,2014
Kepler-1140 b,2143,8.1 Earths,15.453,2016
Kepler-1141 b,1191,0.477 Earths,12.335,2016
Kepler-1142 b,2274,2.76 Earths,14.278,2016
Kepler-1143 b,2062,3.43 Earths,15.194,2016
Kepler-1143 c,2062,12.6 Earths,15.194,2016
Kepler-1144 b,3301,4.62 Earths,14.913,2016
Kepler-1145 b,2329,2.54 Earths,15.45,2016
Kepler-1146 b,2264,2.04 Earths,15.85,2016
Kepler-113 b,862,11.7 Earths,13.46,2014
Kepler-113 c,862,8.7 Earths,13.46,2014
Kepler-1140 b,2143,8.1 Earths,15.453,2016
Kepler-1141 b,1191,0.477 Earths,12.335,2016
Kepler-1142 b,2274,2.76 Earths,14.278,2016
Kepler-1143 b,2062,3.43 Earths,15.194,2016
Kepler-1143 c,2062,12.6 Earths,15.194,2016
Kepler-1144 b,3301,4.62 Earths,14.913,2016
Kepler-1145 b,2329,2.54 Earths,15.45,2016
Kepler-1146 b,2264,2.04 Earths,15.85,2016
Kepler-113 b,862,11.7 Earths,13.46,2014
Kepler-113 c,862,8.7 Earths,13.46,2014
Kepler-1140 b,2143,8.1 Earths,15.453,2016
Kepler-1141 b,1191,0.477 Earths,12.335,2016
Kepler-1142 b,2274,2.76 Earths,14.278,2016
Kepler-1143 b,2062,3.43 Earths,15.194,2016
Kepler-1143 c,2062,12.6 Earths,15.194,2016
Kepler-1144 b,3301,4.62 Earths,14.913,2016
Kepler-1145 b,2329,2.54 Earths,15.45,2016
Kepler-1146 b,2264,2.04 Earths,15.85,2016
Kepler-1147 b,4815,7.32 Earths,15.356,2016
Kepler-1148 b,2225,3.5 Earths,15.281,2016
Kepler-1149 b,3337,2.67 Earths,14.931,2016
Kepler-114 b,853,6.8 Earths,13.712,2014
Kepler-114 c,853,2.8 Earths,13.712,2013
Kepler-114 d,853,3.9 Earths,13.712,2013
Kepler-1150 b,1217,1.04 Earths,14.423,2016
Kepler-1151 b,2489,5.56 Earths,14.857,2016
Kepler-1152 b,600,0.59 Earths,14.598,2016
Kepler-1153 b,3865,3.64 Earths,15.798,2016
Kepler-1147 b,4815,7.32 Earths,15.356,2016
Kepler-1148 b,2225,3.5 Earths,15.281,2016
Kepler-1149 b,3337,2.67 Earths,14.931,2016
Kepler-114 b,853,6.8 Earths,13.712,2014
Kepler-114 c,853,2.8 Earths,13.712,2013
Kepler-114 d,853,3.9 Earths,13.712,2013
Kepler-1150 b,1217,1.04 Earths,14.423,2016
Kepler-1151 b,2489,5.56 Earths,14.857,2016
Kepler-1152 b,600,0.59 Earths,14.598,2016
Kepler-1153 b,3865,3.64 Earths,15.798,2016
Kepler-1154 b,4994,6.08 Earths,14.779,2016
Kepler-1154 c,4994,6.17 Earths,14.779,2016
Kepler-1155 b,3220,4.78 Earths,14.739,2016
Kepler-1156 b,2476,2.3 Earths,14.126,2016
Kepler-1157 b,1129,1.32 Earths,14.377,2016
Kepler-1158 b,4104,6.08 Earths,13.574,2016
Kepler-1159 b,4038,6.21 Earths,14.545,2016
Kepler-115 b,2071,1.32 Earths,13.392,2014
Kepler-115 c,2071,7.27 Earths,13.392,2014
Kepler-1160 b,4218,5.22 Earths,15.8,2016
Kepler-1161 b,1396,5.18 Earths,15.8,2016
Kepler-1162 b,3226,5.52 Earths,15.485,2016
Kepler-1163 b,1589,1.08 Earths,12.118,2016
Kepler-1164 b,1458,1.46 Earths,14.09,2016
Kepler-1165 b,3526,3.02 Earths,14.392,2016
Kepler-1166 b,2114,3.5 Earths,14.466,2016
Kepler-1167 b,2645,3.57 Earths,15.929,2016
Kepler-1168 b,2972,6.8 Earths,15.609,2016
Kepler-1169 b,1755,0.779 Earths,12.685,2016
Kepler-116 b,3203,11.6 Earths,13.689,2014
Kepler-1161 b,1396,5.18 Earths,15.8,2016
Kepler-1162 b,3226,5.52 Earths,15.485,2016
Kepler-1163 b,1589,1.08 Earths,12.118,2016
Kepler-1164 b,1458,1.46 Earths,14.09,2016
Kepler-1165 b,3526,3.02 Earths,14.392,2016
Kepler-1166 b,2114,3.5 Earths,14.466,2016
Kepler-1167 b,2645,3.57 Earths,15.929,2016
Kepler-1168 b,2972,6.8 Earths,15.609,2016
Kepler-1169 b,1755,0.779 Earths,12.685,2016
Kepler-116 b,3203,11.6 Earths,13.689,2014
Kepler-1161 b,1396,5.18 Earths,15.8,2016
Kepler-1162 b,3226,5.52 Earths,15.485,2016
Kepler-1163 b,1589,1.08 Earths,12.118,2016
Kepler-1164 b,1458,1.46 Earths,14.09,2016
Kepler-1165 b,3526,3.02 Earths,14.392,2016
Kepler-1166 b,2114,3.5 Earths,14.466,2016
Kepler-1167 b,2645,3.57 Earths,15.929,2016
Kepler-1168 b,2972,6.8 Earths,15.609,2016
Kepler-1169 b,1755,0.779 Earths,12.685,2016
Kepler-116 b,3203,11.6 Earths,13.689,2014
Kepler-116 c,3203,5.9 Earths,13.689,2014
Kepler-1170 b,2972,6.39 Earths,15.909,2016
Kepler-1171 b,2006,7.08 Earths,11.459,2016
Kepler-1172 b,4215,10.3 Earths,15.846,2016
Kepler-1173 b,1311,0.64 Earths,13.804,2016
Kepler-1174 b,2704,3.15 Earths,14.159,2016
Kepler-1175 b,4058,9.22 Earths,15.916,2016
Kepler-1176 b,3337,6.57 Earths,15.05,2016
Kepler-1177 b,2704,4.27 Earths,14.508,2016
Kepler-1178 b,1096,1.24 Earths,13.96,2016
Kepler-1179 b,1481,2.3 Earths,14.068,2016
Kepler-117 b,4665,29.875 Earths,14.247,2014
Kepler-117 c,4665,1.84 Jupiters,14.247,2014
Kepler-1180 b,4188,4.62 Earths,14.984,2016
Kepler-1181 b,2828,3.09 Earths,13.455,2016
Kepler-1182 b,4104,6.39 Earths,15.345,2016
Kepler-1183 b,4495,8.35 Earths,15.83,2016
Kepler-1184 b,3892,7.65 Earths,14.931,2016
Kepler-1185 b,966,2.33 Earths,12.552,2016
Kepler-1186 b,3627,5.6 Earths,15.267,2016
Kepler-1195 b,2649,4.98 Earths,15.912,2016
Kepler-1196 b,3086,5.6 Earths,14.832,2016
Kepler-1197 b,1647,2.1 Earths,15.113,2016
Kepler-1198 b,2535,2.76 Earths,14.769,2016
Kepler-1199 b,1761,1.6 Earths,13.03,2016
Kepler-119 b,2336,12.6 Earths,14.2,2014
Kepler-119 c,2336,0.721 Earths,14.2,2014
Kepler-11 b,2148,1.9 Earths,14.2,2010
Kepler-11 c,2148,2.9 Earths,14.2,2010
Kepler-11 d,2148,7.3 Earths,14.2,2010
Kepler-1195 b,2649,4.98 Earths,15.912,2016
Kepler-1196 b,3086,5.6 Earths,14.832,2016
Kepler-1197 b,1647,2.1 Earths,15.113,2016
Kepler-1198 b,2535,2.76 Earths,14.769,2016
Kepler-1199 b,1761,1.6 Earths,13.03,2016
Kepler-119 b,2336,12.6 Earths,14.2,2014
Kepler-119 c,2336,0.721 Earths,14.2,2014
Kepler-11 b,2148,1.9 Earths,14.2,2010
Kepler-11 c,2148,2.9 Earths,14.2,2010
Kepler-11 d,2148,7.3 Earths,14.2,2010
Kepler-1195 b,2649,4.98 Earths,15.912,2016
Kepler-1196 b,3086,5.6 Earths,14.832,2016
Kepler-1197 b,1647,2.1 Earths,15.113,2016
Kepler-1198 b,2535,2.76 Earths,14.769,2016
Kepler-1199 b,1761,1.6 Earths,13.03,2016
Kepler-119 b,2336,12.6 Earths,14.2,2014
Kepler-119 c,2336,0.721 Earths,14.2,2014
Kepler-11 b,2148,1.9 Earths,14.2,2010
Kepler-11 c,2148,2.9 Earths,14.2,2010
Kepler-11 d,2148,7.3 Earths,14.2,2010
Kepler-1215 b,2287,1.98 Earths,14.425,2016
Kepler-1216 b,3666,2.51 Earths,15.107,2016
Kepler-1217 b,4446,4.62 Earths,15.242,2016
Kepler-1218 b,2176,2.67 Earths,13.551,2016
Kepler-1219 b,2029,5.14 Earths,12.232,2016
Kepler-121 b,1690,6.08 Earths,14.677,2014
Kepler-121 c,1690,5.77 Earths,14.677,2014
Kepler-1220 b,3125,2.92 Earths,14.965,2016
Kepler-1221 b,2965,4.19 Earths,15.58,2016
Kepler-1222 b,1484,0.418 Earths,14.091,2016
Kepler-1215 b,2287,1.98 Earths,14.425,2016
Kepler-1216 b,3666,2.51 Earths,15.107,2016
Kepler-1217 b,4446,4.62 Earths,15.242,2016
Kepler-1218 b,2176,2.67 Earths,13.551,2016
Kepler-1219 b,2029,5.14 Earths,12.232,2016
Kepler-121 b,1690,6.08 Earths,14.677,2014
Kepler-121 c,1690,5.77 Earths,14.677,2014
